,comment,sentimen
2561,Guru swasta cem mana pak,Neutral
2562,Luar biasa,Neutral
2563,Bravo,Neutral
2564,"Presidennya bagus, semoga eksekusinya gak sampah....",Neutral
2565,"Dulu guru tdk ada pilih bpk tapi sekarang bapak angkat derajat guru, bpk adalah seorang pemimpin yg baik dan tulus menjaga negara ini❤❤❤",Neutral
2566,Terimakasih Pak Probowo dan Mas Gibran ❤❤❤,Neutral
2567,"Gak banyak janji, tpi memberi bukti yaAllah, pak prabwo sehat slalu😢😢",Neutral
2568,ANAK ABAH SEMOGA SADAR,Neutral
2569,"The best Bapa Presiden Prabowo ,❤❤❤❤❤🙏🙏🙏",Positive
2570,"Terima kasih pak akhirnya bapak mengerti bagaimana susahnya para guru-guru , mereka tidak berharap kaya tapi sudah seharusnya bangsa ini menghargai jasa mereka , bapak bisa berdiri disana juga karena para Guru , muliakan mereka pak tolong , Guru adalah pembentuk karakter bangsa ini pak",Neutral
2571,Bravo Pak Presiden Prabowo❤❤❤❤❤❤❤❤❤,Neutral
2572,"Salam Hormat buat Bpk Presiden Prabowo.
Semoga dipermudah segala urusannya.",Neutral
2573,Allhamdulilah tidak sia2 saya pilih prabowo...hati nurani tidak bisa dibohongi...semoga bapa sehat sllu panjang umur ya bapa kalau bisa teruskan persiden nya sampai bbrapa periode,Neutral
2574,"Allahu Akbar,,Allahu Akbar,,,Allahu Akbar... semoga Beliau Bapak Prabowo selalu diberi kesehatan dan selalu dlm lindungannya, krna tulus dan ikhlas serta amanah dlm menjalankan tugasnya...😢amin,,,yaa rabbal'alamin...",Neutral
2575,jadi jatuh hati gini di buat bapak prabowo. sehat selalu pak presidenku,Neutral
2576,"tolong pak di bikin praturan untuk guru yang naik gaji,,jika ada guru yang tidak bermutu dan tidak bermanfaat untuk anak murid, harus dipecat,buat apa gaji naik cuman kerjanya cuman asal""an ngajarnya,gak berbobot,gak bermutu,gak berkualitas,gak berkelas,belajarnya seharian cuman nyalin"" yang dibuku sampai pulang.",Neutral
2577,❤❤❤,Neutral
2578,Terimakasih pak semoga Allah SWT selalu melindungi bapak semangat Brantas korupsi sampai ke akar-akarnya,Neutral
2579,Apakah utk dosen juga termasuk di dalamnya?,Neutral
2580,Tdk salah pilih. Prabowo,Neutral
2581,"pak mohon bahasanya jangan ambigu, saya sungguh belum mengerti.",Neutral
2582,"Sekolah swasta seperti pondok pesantren akan diberikan juga Rp.2.000.000 atau gemana pak Presiden yg paling ihlas mwmimpin bangsa ini, menurut kami sama2 berjuang di falam pendidokan..",Neutral
2583,Aamin bapak.,Neutral
2584,RAKYAT MU BUKAN HANYA GURU & PNS BAPAK PRESIDEN YANG TERHORMAT,Neutral
2585,"Pak klw bisa penjaga sekolah di angkat/tmbah gajih, tugas nya berat pak, bersih2 lingkungan sekolah",Neutral
2586,Mantap pak Prabowo Presidenku,Neutral
2587,Pak  prabowo pidatonya jooos mantap luar biasa 👍🤝,Neutral
2588,"Disini kita lihat perbedaan real president dan doll president. Real president ingin rakyat nya cerdas, sementara doll president ga mau rakyat nya cerdas, jd boneka oligarki . Bpk Prabowo termasuk the real president yg orientasi nya kpd kesejahteraan rakyat. Sehat selalu pak Prabowo dan teruslah berbakti utk nusa dan bangsa",Positive
2589,Guru² yang tidak mencoblos beliau 10thn lalu mana suaranya 😅,Neutral
2590,"Menyala Presidenku..
Tetap Sehat dan Kuat Bapak H.Prabowo Subianto dan Mase Gibran RR.
💪💪💪",Neutral
2591,Mashyaa Allah ...semoga di bawah kepemimpinan beliau ...Indonesia dapat mewujudkan ke Adilan dan kemakmuran untuk seluruh rakyatnya ...🤲🤲,Neutral
2592,"Yang dukung bapak,, tp bukan guru nasibnya gimna pak.. masih Morat Marit makan aja masih susah kerjaan sulit",Neutral
2593,Terimakasih pak prabowo. Sehat selalu ❤,Neutral
2594,"Apakah yg mendapatkan tambahan ini hanya yg sudah sertifikasi. Kalau benar, kasian yg belum sertifikasi",Neutral
2595,Pak presiden prabowo hebat mengayomi rakyat bijak adil👍👍,Neutral
2596,Berita satu tolong sampaikan kepada pak prabowo biar gaji kami juga diperhatikan para pengsiun janda yang ditinggal meninggal karna blm habis masa jabatannya sebagai guru suami saya meninggal karna sakit,Neutral
2597,"Doa terbaik untuk untuk segala sesuatu dan yg utama kesehatan, terbaik  the best presiden kita pak prabowo ❤❤❤",Positive
2598,Lanjutkan Pak Prabowo,Neutral
2599,"Perasaan guru terus yg di perhatikan yg naik trus gajinya...dari era jokowi gaji guru sdh naik..trus skrg era prabowo mw dinaikin lagi..tp krjanya jd pada santeii..ngajarnya santei..malah kurang disiplin  leha"" 
itulah klo guru terlalu dimanjakan..gimana nasib seperti buruh pabrik, tukang cukur, 
tukang becak..tukang ojek online mereka yg gajinya msh dibawah rata"" minim sekali..bhkan msh ada yg gajinya dibawah 1 jt..miris sekali",Neutral
2600,Terus gimn dgn nasip ASN kmi jg pelayan masyarakat tolong di naikin jg p presiden kami jg mendukung bapa jd presiden,Neutral
2601,Bagaemana dengan guru yang bernaung dibawah kementrian Agama  seperti sekolah swasta.Dum.,Neutral
2602,"mudaha2an guru paud yang di kampung juga tersentuh.., mendapat gaji juga",Neutral
2603,"Jendrallll, ❤❤❤❤",Neutral
2604,Gimana nasip kami rakyak yg ga punya apa2,Neutral
2605,"Semoga diberi umur yang panjang dan kesehatan selalu oleh Tuhan Yang Maha Esa buat presidenku,,",Neutral
2606,"mantab pak presidenku.... semoga Allah memberikan kesatan dan umur panjang, semsngaaatttttttttttt.",Neutral
2607,"Untuk guru yg blm menjadi p3k tlg sgr di proses jg pak presiden agar mereka bisa lebih fokus dlm mengajar dan yg gak kalah penting bagi guru yg sdh mendapat setifikasi p3k tidak harus mwngajar di sekolah negeri mereka tetap mengajar di sekolah sebelumnya (swasta) krn yg di ajar jg sama anak indonesia jg 


Dan kl boleh saran agar negara kita tidak tertinggal dg negara lain TLG ANAK"" LULUSAN SMA SDH MAHIR BERBAHASA LUAR BAIK ITU BHS INGGRIS, RUSIA, KOREA, SPANYOL, PRANCIS, JERMAN,  DLL 
BAGAI MANA CARANYA ... DI GRATISKAN KURSUS BAHASA TSB BT ANAK"" BANGSA TSB",Neutral
2608,"Pak, hatimu itu semulia itu... Terimakasih ya pak... Aku bangga punya presiden sepertimu",Neutral
2609,Mantap..bp..mas.wowok,Neutral
2610,Trharu nonton pidato nya pak prabowo.. Terlihat skli keikhlasan beliau,Neutral
2611,"Al fatehah kagem Gus Dur kagem p Prabowo 
Aamiin",Neutral
2612,💂🎖️🕸️♥️🇮🇩🙏Nyimak🙏🇮🇩♥️🕸️🎖️💂,Neutral
2613,Bp layak seumur hidup pa,Neutral
2614,Alhamdulillah..semoga kesejahteraan guru segera terealisasi,Neutral
2615,"Untuk ASN PEMDA, kapan naiknya pak",Neutral
2616,Uciha imin,Neutral
2617,Terima bos.kita,Neutral
2618,trima ksih BPK presiden...luar biasa...semoga sehat slalu dan senantiasa dilindungi oleh yg Maha Kuasa,Neutral
2619,🙏🙏🙏pak,Neutral
2620,Saya juga lagi bersedih dengan nasib batin saya sendiri pak Prabowo saya sebagai petani jagung selalu mengalami kerugian waktu menjual harganya sangat murah modal aja gak balik selalu rugi tidak sesuai dengan harga.sedangkan bibit. Pupuk.sangat mahal tapi apa boleh buat nasib petani tanggung sendiri.. kalau PNS walaupun gajinya kecil bulanannya ada jaminan hari tua nya pasti,Neutral
2621,"Tak henti henti kmi bngsa Indonesia mndoaknmu, karena jasamu mmperjuangnkn para guru yg mnjdi ujung tombak pmbangunan nasional",Neutral
2622,Betul..bos,Neutral
2623,tau kan sekarang knapa brliau selau di jegal antek . elit ??,Neutral
2624,"Kenaikan gaji lewat sertifikasi itu sudah ada UU nya dari zaman SBY, bukan hari ini, bohong saja.",Neutral
2625,Mantap pak Presiden kami....rakyat indonesia akan hidup sejahtra...bersama bapak...,Neutral
2626,Ya ALLOH smg pak PRABOWO Subianto sehat selalu Selamat panjang umur senantiasa di lindungi Alloh SWT di mana pun ber tugas Aammiiinnn ya ROBB AlAlaaminnn.,Neutral
2627,"Mantap
Bos.baru.inibos.kita.",Neutral
2628,Perkuliahan sekolah2 Pondok pesantren swasta mahal itu sangat memberatkan masyarakat kecil dari desa2... bantuan2 hanya formalitas,Neutral
2629,𝘼𝙡𝙝𝙖𝙢𝙙𝙪𝙡𝙞𝙡𝙡𝙖𝙝 𝙮𝙖 𝙖𝙡𝙡𝙖𝙝  𝙨𝙚𝙢𝙤𝙜𝙖 𝙜𝙪𝙧𝙪 𝙝𝙤𝙣𝙤𝙧𝙚𝙧 𝙨𝙚𝙢𝙖𝙠𝙞𝙣 𝙨𝙚𝙢𝙖𝙣𝙜𝙖𝙩,Neutral
2630,SEHAT  SELALU Pak PRABOWO panjang umur dalam Ridho Alloh,Neutral
2631,"pak sehat sehat ya, semoga apa yang bapak cita citakan untuk Negeri ini bisa tercapai dan terwujud sesuai harapan bapak dan kita semua❤❤❤",Neutral
2632,dosen gmna pak prabowo?,Neutral
2633,"😢gak siasia aku mendukungmu,salam sukses selamat memimpin,tuhan memberkatimu.❤❤❤",Neutral
2634,ASN kenaikan gaji 1 kali gaji pokok itu artinya Sertifikasi kah?,Neutral
2635,Alhadulillah maju trus PRESIDENKU,Neutral
2636,"Dr awal sy selalu dukung bapak prabowo,krna sy yakin bapak probowo adalah org yg sgttt baik n tulus buat NKRI",Neutral
2637,Trima kasih pak prabowo atas makan bergizi gratis🙏 aku orang tua murid bknnya menolak mkn gratis tp butuh pekerjaan yg layak dan sandangpangan yg murah🙏🙏🙏,Neutral
2638,"Ingat pak,buruh jg harus d perhatikan,nasib buruh skrng memprihatinkan,bnyak buruh d gajih d bwah umk,dan harga2 skrng pda serba mahal pak,
Kmi mhon jngn condong ke perusahaan.
Trma kasih",Neutral
2639,"Optimis Indonesia siap bersaing dengan negara negara maju lainnya,,,,
Tentu dengan kebijakan ini akan menghasilkan SDM yg Unggul dan inovatif ❤",Neutral
2640,Kami tenaga Honorer di Daerah terpencil juga menjerit dengan Honor di bawah 500ribu Tolong kami juga Pak untuk tenaga honorer agar di perhatikan juga,Neutral
2641,"Haru,dan bangga punya pemimpin seperti Bapak,syabas pak🙏",Neutral
2642,"Merinding, tidak salah dari 2019 saya mendukung beliau. Tapi maaf 2024 saya tidak mendukung beliau karena wakilnya. Tapi dalam hati saya mengagumi beliau.
Saya lahir bukan dari seorang guru, tapi lingkungan sekitar saya guru, saya memahami keluh kesah mereka, tapi tidak sedikit juga guru yang sudah jadi ASN bekerjanya gak sebaik sebelumnya, membeli ini itu. Semoga dengan anggaran baru para guru di seluruh indonesia bisa sejahtera, tapi pesan saya tolong setelah sejahtera jangan lupa tanggung jawab kalian terhadap murid2 kalian.",Neutral
2643,Banyak anak anak  abah anies.. Tpi lihat betapa tulus nya Bapak Presiden kita yg sllu diolok2 oleh pembencinya apakah dia dendam tidak,Neutral
2644,Terima kasih pak Prabowo,Neutral
2645,"Pak Prabowo....
Apakah APBN untuk pendidikan lebih dari 20% sebagaimana yang di amanatkan oleh UU dan Konsitusi negara Republik Indonesia?",Neutral
2646,"Terimakasih pak prabowo, anda telah menggugah rasa kebangsaan kami untuk menjadi bangsa yg bermartabat...",Neutral
2647,"Semoga Guru mendapatkan  kesejahteraan yg baik ,jangan ada guru  honorer bertahun2 tidak diangkat mereka kerja bakti , dan menjadi pemulung untuk memenuhi kebutuhan rt ,trimakasih cari yg bener2 pak jgn diserahkan pada orang yg hanya memberi data2 yg gak  bener spy honorer habis diangkat jd guru tetap  ,intel pak yg jalan biar bersih🙏🙏🙏🙏🙏🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🎓🎓🎓🎓🎓🎓🎓🎓🎓🎓",Neutral
2648,"wahduh pak aku kok nggak bosan denger pidato nya .semoga Alloh memudahkan rencana ,langkah 2 dan kesehatan walafiat kpd bapak presiden Aamin",Neutral
2649,Sehat selalu bpk prabowo.   ❤❤we love 😊,Positive
2650,"Terimakasih pak saya sebagai guru honorer yang sudah lama mengabdi dari awal tahun 2010 sampai saat ini masih menjadi guru honorer di sekolahan Negeri dan swasta secara terus menerus ditahun 2024 di daerah Lampung Utara, terimakasih pak. 🙏🙏🙏",Neutral
2651,"TIDAK ADA KENAIKAN KALO HANYA MELALUI SERTIFIKASI, PROGRAM SERTIFIKASI ITU SUDAH SEJAK 2007, SETIAP GUR BERSERTIFIKAT PENDIDIK MENDAPATKAN SATU KALI GAJI POKOK, ITU SUDAH BERLAKU SEJAK TAHUN 2007. INI OMON OMON YANG SESUNGGUHNYA",Neutral
2652,Emang sdh semestinya profesi Guru di Indonesia diperhatikan lebih oleh pemerintah masak gaji Guru kalah dgn buruh pabrik yg pake sistem umr  dzolim itu namanya sekolah tinggi2 dgn susah payah kuliah agar bisa jdi Guru ehhh Uda jadi guru sebulan cuma dpt 300rb buat bensin aja ga cukup pak Presiden .. semoga nyata bukan hanya wacana ya pak .. mestinya gaji Guru itu setara dgn Mentri / Anggota DPR,Neutral
2653,Salut pak prabowo presidenku,Neutral
2654,Gimana Dengan Guru Swasta Pak???,Neutral
2655,❤❤❤,Neutral
2656,Subhanallah Mantap pak Prabowo presiden RI....❤❤❤,Neutral
2657,"Sya sbg guru trimh ksih bpk presiden prabowo, ,
  smoga pk presiden sllu sehat",Neutral
2658,"Tolong perhatikan juga para tenaga administrasi nya,, uang honor nya jauh dari kata sejahtera😢😢😢",Neutral
2659,"Sehat sehat selalu Bapk Presiden Prabowo Subiyanto ALFATEKHAH,  🙏🏾",Neutral
2660,"Terimakasih bapak  Prabowo Subianto, semoga bajak sehat selalu amin",Neutral
2661,"di sekolah saya SD negeri sabtu libur..senin sampai kamis pulang jam 13.30 padahal ekonomi orang tua tak sama..akhrnya hampir tiap hari ada wali murid yg WA pak saya tak ada uang buat jajan anak..(saya bilang asal masuk bu nanti saya kasi) jumlahnya memang tak sberapa tapi kalau tiap hari..dan itu 2anak yg sering tak bawa uang jajan.
''selamat hari guru''",Neutral
2662,mantab pak presidenku... dana transfer akan langsung terasa pada sekolah dan masyarakat setempat.. tidak ada lagi ruang ruang fee terhadap kepala kepala daerah dan dinas,Neutral
2663,Dia berjuang spnuh jiwa raga nya demi rakyat nya,Neutral
2664,Terimakasih PAK PRESIDEN INDONESIA yang   mulia dan terhormat🙏...ATAS NAMA SELURUH RAKYAT( pantau terus pengeluaran anggarannya agar tidak di korupsi oknum,Neutral
2665,Jangn omon-omon doang BOS.!!! CATAT BERLIPAT LIPAT.,Neutral
2666,Tuhan🙏 Lahirlah Prabowo yang banyak ke Bumi Indonesia. Dialah jawaban atas Doa kami Guru2 selam ini. Berikan Bapak Prabowo Umur yang Panjang dan kesehatan. Dengarlah Doaku ini Tuhan🙏🙏,Neutral
2667,"Pak Prabowo apakah kami yg guru di swasta hanya gaji 800ribu juga mendapatkan kenaikan gaji bapak.
Perihal bahwa di sekolah negeri guru honorer tidak diterima lagi.
Kami juga sebagai tenaga pendidik bapak.
Mohon di ingat juga kami yg guru honorer swasta",Neutral
2668,"3 putaran noblos pak Prabowo ,sehat selalu pak prabowo ,dengar pidato bapak mirip pak soeharto ,indonesia makmur gemah ripah loh jinawi dipimpin pak prabowo",Neutral
2669,Alhamdulillah... Terimakasih pak presiden,Neutral
2670,Film sctv luka hati,Neutral
2671,"Ini baru presiden, 
si joko mana bisa",Neutral
2672,"Sy merasa terharu sekaligus bangga mendengar pidato Presiden RI tercinta.
Smoga beliau sehat panjang umur..dan smoga kebaikan datang dr segala penjuru utk kita smua🙏🏻",Neutral
2673,maaf pak Presiden Prabowo Subianto saya ralat sedikit APBN itu bukan Anggaran Pembiayaan Negara tapi Anggaran Pendapatan dan Belanja Negara🙏,Neutral
2674,"❤❤❤❤😢😢😢sehat"" pak",Neutral
2675,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Neutral
2676,"Kepada Baoak Presiden Prabowo, kerja kami sebagai guru honorer sama dengan guru yang Asn. Jadikan kami para guru honorer menjadi guru ASN apalagi yang pengabdian kami lebih dari 30th.",Neutral
2677,Dan sekolahan swasta jangan mahal2 biayanya..,Neutral
2678,Pengabdian Guru guru di Papua tolong diperhatikan pak,Neutral
2679,Pakk😢😢❤❤,Neutral
2680,kami doakan pak prabowo idolaku...semoga panjang umur sampai dua poriode....❤❤❤❤❤.amin yarabbal alamin...,Neutral
2681,Terima kasih pak Prabowo sdh memikirkan nasibnya guru smg bpk selaku presiden dan memikirkan nasibnya guru baik kesejahteraan dan kesejahteraan nya swn,Neutral
2682,Standar gaji kuli (buruh) juga dong pak presiden  naikin . biar tambah sejahtera kuli nya,Neutral
2683,"MasyaAllah , Presiden yg Sangat Memikirkan Rakyat nya , semoga Bp presiden Bp *Prabowo Subianto* Selalu di Berikan Kesehatan Lahir & Bhatin

 Amiiinn...🤲🤲🤲",Neutral
2684,Kami bahagia..  PAK PRABOWO SEHAT SLALU,Neutral
2685,Alhamdulillah semoga Bapak presiden Prabowo Subianto Sukses dan sehat selalu dan selalu dlm lindungan Allah SWT Aamiin yra 🤲🤲🤲,Neutral
2686,"Heh, guru2 kita yg honorer di madrasah2 swasta itu tolong diurusi pak",Neutral
2687,"Bapak Presiden, Tolong di Daerah:
Karena KKN Merajalela di Tiap Tiap OPD",Neutral
2688,Luar Biasa Pak Prabowo. Semoga berkah.. dimudahkan diberi taufik dan bisa amanah memimpin negeri ini.,Neutral
2689,Terima kasih pak presiden prabowo sudahemperhatikan Guru,Neutral
2690,"🙏🙏🙏🙏,,, trima kasih...",Neutral
2691,Kesejahteraan anak yatim dan pakir miskin di seluruh INDONESIA🇮🇩♥️🇮🇩  semoga PAK PRABOWO memberikan kesejahteraan mereka cuma itu satu lagi harapan kami PAK PRABOWO PRESIDEN kami yang menyayangi RAKYAT nya dengan tulus amin🤲😭,Neutral
2692,Perlindungan guru Pak Presiden,Neutral
2693,Ini baru presiden❤,Neutral
2694,Bravo sehat selalu my presiden 😇,Neutral
2695,Hapus piknik luar kota.pak prabowo.,Neutral
2696,"jauh sama si mulyono banyak bertele"",gagah pak prabowo dan berwibawa pantas,seharusnya dari dulu jadi presiden knp dulu selalu di curangi  sama si mulyono sampe nunggu 2 priode ngacak"" hati rakyat kecil,untung pak prabowo jadi sekarang dan bisa nolongin rakyat miskin,alkhamdulillah",Neutral
2697,Ngajar yg beber guru itu jgn hanya minta gaji naik dan jgn ada  ungutan p5 di sekolah.ajang menri duit dan bianis .,Neutral
2698,terimakasih pak presiden  pak Prabowo semoga sehat selalu,Neutral
2699,Saya bangga dengan pak prabowo.  3 x saya pilih. Baru kali ini bisa terpilih jd presiden.. Bravo...,Neutral
2700,Adab baik ngasih judul Pak presiden sebutan yg sopan dan bertika bukan sebutan prabowo admin tak sopan kau,Neutral
2701,"Saya suka dengan kebijakan mu prabowo subianto, tapi tolong perhatikan juga pensiunan guru yng gajinya gak seberapa untuk menghidupi kluarganya, jangan cuma guru yng aktip saja yng d  naikkan gajinya, kasihan itu pensiunan guru yng cuma bs buat makan aja, mereka"" juga sngat"" patut d hargai,.",Neutral
2702,Tlg nasib kami pak yg haibs kena PHK tanpa pesangon,Neutral
2703,"Saya Mohon Pak Presiden:
Termasuk ASN dan Para MEDIS yang ada di DAERAH",Neutral
2704,Kita tahu hati sanubari Prabowo untuk rakyat Indonesia. yg banyak rakyat meyayangi dia di tunggangi Jokowi sungguh mengecewakan seluruh rakyat Indonesia mengharapkan Prabowo cepat Sadar sebelum terlambat.,Neutral
2705,"Bagaimana dengan anak yatim piatu, lansia dan wanita janda , harus dapat subsidi,  Di karenakan akibat laki laki tidak bertanggung jawab, wanita dipandang sebelah mata karena status. Harus UU di pertegas melindungi wanita. Kenakan pasal bagi laki laki tidak tanggung jawab dan denda. Lindungi kaum wanita pak. 
Undang-undang ataupun denda ringankan jika itu wanita. Harus perlu adanya revisi tidak merugikan masyarakat.

Lihat data perceraian terbayak di provinsi mana. Upaya apa di lakukan pemerintah untuk wanita terdzolimi.",Neutral
2706,"Amin,,amin,,amin,,🤲🤲🤲",Neutral
2707,terima kasih buat bapak atas apresiasinya kepada profesi guru.,Neutral
2708,"Hidup presiden 
Hidup guru
Hidup Indonesia
semoga semua guru akan makmur sejahterah dan kami guru PAI yang masih sementara berjuang menyelesaikan PPG semoga cepat selesai karena waktu PPG PAI beda dengan guru  piloting 1,2,3",Neutral
2709,Guru harus juga mengabdi dengan tulus agar menjadi berkah bagi keluarga guru.,Neutral
2710,Indihome Gratis Untuk Sekolah Pak Presiden,Neutral
2711,🤲Bismillahhirohmannirrohhim Ya Allah...Demi kebangkitan kejayaan Bumi Nusantara kembali. Nikmatilah suasana Bumi Tanah Nusantara Alam yang Indah nan Damai tentram agar terketuk Panggilan hati untuk bergerak ENERGI POSITIF walaupun Selangkah demi selangkah sambil berfikir menciptakan formula gagasan Ide Visi Misi Cermelang💎Cerdas berskala Nasional tepat terukur terarah guna menghempas mementaskan pengangguran kemiskinan hidup di Negara SDAnya MELIMPAH RUAH🙂💂🎖️🕸️🙏♥️🇮🇩♥️🙏🕸️🎖️💂(untuk Indonesia lebih baik bermartabat)💂🎖️🕸️🙏♥️🇮🇩Negara Indonesia memanggil mengambil rencana tegas dengan gagasan puncak kecerdasan Berlian bagi Putra Putri Bangsa Indonesia Nusantara jika yang mempunyai gagasan Ide Visi Misi cermelang untuk mewujudkan Derajat MIMPI BESAR INDONESIA MAJU agar mencapai Misi isi Butir² PANCASILA semoga segera terwujud menjadi Indonesia Emas SDM unggul cepat Jaya Bermartabat lebih cepat lebih baik🇮🇩♥️🙏🕸️🎖️💂SIAPA LAGI KALAU BUKAN PUTRA-PUTRI BANGSA² NUSANTARA SENDIRI🙏🤲Amin...🤲🙏💂🎖️🕸️🇮🇩♥️Tidak lama lagi Tiga Unsur Pemikir akan Bersinergi Untuk membuat membentuk Rencana gagasan Ide Visi Misi yang Bertajuk: Benteng Ekonomi Nasional Indonesia & Ring Ekonomi Nasional  Indonsia. BENI & RENI (Lingga & Yoni). Tiga Unsur Pemikir tersebut: TNI POLRI SIPIL. Ekonomi Rakyat Sipil kuat TNI POLRI Kuat Kokoh Jaya. Target SDM Indonesia Unggul Adil Bermartabat♥️🇮🇩🕸️🎖️💂🙏,Neutral
2712,Cucok.... Pak Presiden semoga sehat2 sll,Neutral
2713,Bukan cuman gaji guru tapi semua instansi pak.,Neutral
2714,Pak perhatikan guru yayasan mi sanawiyah Aliah pak,Neutral
2715,"Semoga pernyataan pada menit ke 28 tetang anti korupsi merupakan peringatan terhadap seluruh menteri dan jajarannya serta seluruh Aparat Pemerintahan untuk tidak terlibat korupsi
Kita sebagai rakyat senang mendengarnya",Neutral
2716,Terimakasih presidenku.. semoga bapak selalu diberi kesehatan dan umur panjang,Neutral
2717,Bravo Bpk presidenku semangat semoga Amanah seperti Almarhum Bpk sueharto 🙏🤲🤲🤲👍💪💪💪❤,Neutral
2718,Woow banget,Neutral
2719,"Tangisan prabowo adalah tangisan ketulusan

Tangisan Has..o  adalah tangisan film indosiar 😂",Neutral
2720,Anak abah nyesel ga kalian?,Neutral
2721,Pa air mata saya ga bisa ditahan pa 😭😭😭😭,Neutral
2722,❤,Neutral
2723,"Terimakasih presidenku pak Prabowo Subianto, ternyata memilih mu adalah hal yang tepat dan membanggakan, semoga bapak selalu diberikan kesehatan dan selalu di lindungi oleh Allah SWT, Aamiin",Neutral
2724,Benar benar merakyat persiden kita ?,Neutral
2725,"Ya, kalu menurut saya sih bagusaja pa prabowo menaikan gaji paraguru walaupun sayabukanguru, ya, mungkin yg bukanguru ikutmerasakan/menicipi..kitaambil positipnya saja berarti nambah uang belanja kebagiankan..nah yg sayahawatirkan koruptor2 yg menimbun hasilkorupsinya,yg bisa menyengsarakan rakyat,masimendg hasilkorupsinya dibagibagi omong kasarnya,,tapi buatsaya pribadi emang bp prabowo amanah apasalahnya kita pertahankan,kembalilagi kepada sang pencipta.. alloh subhanawlo wataala,kitacuman berusaha gay..!!!  ialahyangmenentukan segalanyal",Positive
2726,Tapu. kasih juga. oetaturanPak. PresidentGuru aja Murid di cubit atau di tarik JambangNya ataau di. oumulBeyisNya murid apabila Bandel Sang Murid GuruNya ngak. bolehDiadaukan harus ada Hak. Kekebalan jugak. Pak. PreaidentSang Guru. kevualipumulanaNya Sang Guru Brutal ke titik tiktik ngak ngak bileh miaalkan Ke Vital Panca Indera ada aturanNya Pak Prwsident😮😮,Negative
2727,Gaji pokoknya yg dinaikkan pak. Jadi ketika pensiunpun tidak terlalu sedikit yg diterima.,Neutral
2728,hebat baru kali ini presiden  peduli kpd guru smg tdk membedakan gu tk/ra  dn paud jg dpt di rekrut untuk merasakn jg gaji seperti gr sd smp dan sma  slmt bpk prabowo smg seht dan panjang umur,Neutral
2729,Makasih Bpk Persiden kami.. Semangat bagi yang Honorer hanya 450 perbulan,Neutral
2730,Makasih Bpk Persiden kami.. Semangat bagi yang Honorer hanya 450 perbulan,Neutral
2731,Negara kalo mau maju jangan di koroksih terus semoga indonesia jadi negara maju teruma kasih,Neutral
2732,"Salaut sama pak Prabowo menggangkat derajat para guru,tnpa pengabdian guru  para mentri,dokter,bahkan pak prabowo ga akn sperti saat ini mantap,jos,presiden RI",Neutral
2733,Bukan cm gaji guru di naikkan...tp tolong lah pak pendidikan di indonesia diperbaiki...jam sekolah dan materi pelajaran ditambah...biar anak² ada kegiatan belajar lebih lama...buku² juga tolong lebih berbobot.. kalo perlu diajarin bisnis ato mengembangkan bakat sejak sd gitu biar besarnya kelak gak cm jadi buruh ato pengangguran,Neutral
2734,Ijin….. Pa Presiden Klu boleh kurangi pengangguran dgn cara buka Kuota CPNS sebesar2nya 🙏🏻🥹🥹🥹🥹🥹,Neutral
2735,Trimakasi bpk. PRESIDEN PRABOWO,Neutral
2736,"MasyaAllah trimakasih Bapk,kami pun sangat bangga dan terharu dengan perjuangan bapak, sehat selalu bapk presiden ku Prabowo ❤❤",Neutral
2737,"HAPUS KERJA KONTRAK BOSS 🙄🙄🙄🙄
ASENG TERTAWA TAWA 😀😀😀😀",Neutral
2738,"Doa dr ku utk pak peresiden Prabowo, smg  sht panjang umur,benar perdululi ma kami masarakat kecil,",Neutral
2739,"Entah lah aku ga paham tentang kenaikan gaji ASN, apakah yang dimaksud itu adalah tunjangan sertifikasi atau beneran naik gaji 1x dari gaji guru ASN ( diluar tunjangan sertifikasi )",Neutral
2740,orang yg paling tulus untuk indonesia ya Prabowo..kata Gus Dur,Neutral
2741,"Semoga P. Prabowo senantiasa diberi kesehatan dan umur panjang, amiiin.",Neutral
2742,"Luar Biasa Bapak Prabowo
dan Doa.terbaik buat Bapak.smg sehat slalu.dan panjang Umur.
dan",Neutral
2743,"Luar Biasa Bapak Prabowo
dan Doa.terbaik buat Bapak.smg sehat slalu.dan panjang Umur.
dan",Neutral
2744,"Luar Biasa Bapak Prabowo
dan Doa.terbaik buat Bapak.smg sehat slalu.dan panjang Umur.
dan",Neutral
2745,"sandiwara lagi. knpa kmrin pas pemilu gak ganti wakilnya. ini malah di teruskan. makin kesini kok makin janggal ya . pemimpin kmrin melanggar aturan curang dan tdk netral, skrng juga sm gak netral juga dan wakilnya gak di ganti juga. rakyat kecil kpn sejahtera",Neutral
2746,Prabowo the great president👏👏,Positive
2747,Alhamdulillah..  luar biasa presidenku❤❤❤,Neutral
2748,sedih rasanya. liyat bapak jendral berupaya keres buat bikin guru sejahtera. sehat terus ya pak😭,Neutral
2749,Amin ya Robbi🤲😌,Neutral
2750,"Rasanya benget brada di barisan presiden kita yg terhormat ini, ikut serta menjalankan misi dan visi beliau dengan segala suka dukanya😭😭",Neutral
2751,"bilang aj rakyat BANGSA INDONESIA  banyak yang miskin, karena ulah Pejabat kita yg sering GARONG UANG RAKYAT",Neutral
