,Unnamed: 0,comment,sentimen
2348,2348,kami harap asnpns dan honorer yang berada di plosok daerah gaji dan tunjangan nya lebih di utamakan di atas asnpns yang berada di kota,Neutral
2349,2349,hapus status guru honorerguru kontrak apapun itu jadi asn dan sejahtera kan para guru dan untuk guru non asn  guru sekolah swasta jangan lupa kan itu bpk presiden indonesia,Neutral
2350,2350,nakes gimana pak padahal sama pentingnya,Neutral
2351,2351,sebagai anak seorang guru tidak ada kata yang lebih pantas utk pak prabowo selain alhamdulillah terima kasih presidenku,Neutral
2352,2352,sehat selalu jendral panutanku,Neutral
2353,2353,naikin gajih kuli juga pak,Neutral
2354,2354,perhatikan juga status karyawan swasta yang sudah lama bekerja yg kontraknya 1 taun sekaliingat karyawan suasta penopang kesejahtraan indonesia,Neutral
2355,2355,macan kok bisa nangis,Neutral
2356,2356,gaji naik saya sangat setuju banget tapi kualitas guru mengajar muridnya harus ditingkatagar murid nya menjadi orang orang yg hebat untuk memajukan bangsa indonesia,Neutral
2357,2357,loh pak kan janjinya cuma makan siang gratis banyak banget bonusnya ,Neutral
2358,2358,mantab baru kali presiden memohon terhadap guru semoga indonesia jaya indonesia maju indonesia bebas dari kkn,Neutral
2359,2359,guru di prioritaskan sdgkan rakyat kcl ssh cari uang ssh ekonomipikirkan rakyat kecil juga perbaiki ekonomi pencaharian krn sama sama byr pajak krn bagi sy sbgai rakyat kecil bth mata pencaharian yg gampangjgn trs menerus asn pns dll sllu di naikin gajih ny,Neutral
2360,2360,youre the best ga itung2an untuk menolongkdg merogoh uang pribadi makasih pak bowo,Neutral
2361,2361,sehat selalu pak prabowo,Neutral
2362,2362,ila ruhi wajasadi bpk prabowo subianto bin soemitro djoyohadikusumo alfatehah,Neutral
2363,2363,beberapa kali liat pak prabowo kalo sudah berpidato d hadapan para masyarakat pasti beliau sering menangis emang kalo hatinya sudah lembut kek gini mah pasti ciri2 pemimpin yg cinta akan rakyatnya sllu bakal d prioritaskan rakyatnya terutama untuk rakyat kecil sehat2 sllu pkoknya buat pak prabowo apapun yg kau lakukan untuk bangsa ini semoga d permudahkan ,Neutral
2364,2364,naikin juga ongkir ojol pak prabowoaplikasi dri luar membunuh masyarakat kecilmu,Neutral
2365,2365,,Neutral
2366,2366,guru paud guru tpq menangis juga merekalah sekarang pahlawan tanpa tanda jasa,Neutral
2367,2367,alhamdulillah aamiin yaa raabb ,Neutral
2368,2368,masaallah pak prabowo dengan lantang dan tegas para menteri maju untuk menunjukkan bakatnya bernyanyi di hari ulang tahun guruaamiinnterima kasih,Neutral
2369,2369,yg kontrol dana yg di cashkan siapa paknanti gurux nya jadi korupsi,Neutral
2370,2370,mantap pk prabowo,Neutral
2371,2371,masyaallah orang yg iklas dan berhati mulia semoga selalu di beri nikmat sehat untuk pak prabowo,Neutral
2372,2372,ingat ya pak prabowo kalau tidak ada pensiunan guru bapak tidak akan jadi presidenn,Neutral
2373,2373,pak habis tu klw bisa bahan smbako di normalisasi kan ya pak agar kami ibu2 bisa sejahtera n mencukupi bahan pokok makanan buat anak2 kami dirumah terimakasih pak sukses n smngat terus pak,Neutral
2374,2374,makin cinta sy dgn bpk presiden prabowo subiantosehat trus bapakpanjang umur spy indonesia trus mjd negara majulove u so much mr president prabowo,Positive
2375,2375,prioritaskan untuk sekolah dan guru didaerah pelosok pak  di papua itu ada sekolah kaya kandang kambing gurunya tinggal digubuk gaji gajelas tapi ikhlas ngajar murid disana,Neutral
2376,2376,hebat mantap menghormati para pendidik guru bangsa kitasaudara ingat jasa para guru bangsa ini,Neutral
2377,2377,next semoga buruh pabrik pun di perhatikan bapa presiden ku ,Neutral
2378,2378,horas horas horas,Neutral
2379,2379,nah ini bru stuju drpada dpt mulu yg naik gaji,Neutral
2380,2380,terima kasih pak prabowo semoga sekolah saya dapat kiriman tvyang terbaik dari pak presiden prabowosaya tunggu pak presiden tvnya di sdn pegadungan 01 pagikecamatan kalideresjakarta baratsalam  sehat untuk pak presiden pak prabowodari bu paijahmpd,Neutral
2381,2381,shalat dua rakaat dari sy utk pk prabowo semoga allah menyangi dan memberi kekuatan utk nya amin,Neutral
2382,2382,gw pdip gw cinta pdip kita beda pendapattetpi x ini gue cinta pdip dan prabowo pidato x ini gw anggp dia benarbenar membangun negeri ini tetap berusaha pak hari ini aku mendengarkan semua pidatomu the best kami akan mengkeritik untuk membangun bukan kami membenci terimakasih nkri,Positive
2383,2383,terus rakyat biasa dapat apa apa dinaikkan pajak lagi,Neutral
2384,2384,sungguh sangat mulia cita cita pak prabowountuk rakyat indonesiasemoga terkabul ya alloh,Neutral
2385,2385,saya pribadi sangat mencintai dan menyangi pk prabowo semoga allah melindungi pk prabowo amin ya allah,Neutral
2386,2386,guru adalah pahlawan tanpa tanda jasasusah sekali bapak ucapkan nya,Neutral
2387,2387,menteri keuangan galau tuu,Neutral
2388,2388,pekerja serabutan non pegawai  dapat kenaikan apa pak,Neutral
2389,2389,mantap  pak presiden guru harus di perhatikan karena tampa gyuru siapa lah kita  walaupun  propesi saya sebagai petani    saya bangga   sama ibu dan bpk guru saya karena saya bisa membaca dan menulis,Neutral
2390,2390,,Neutral
2391,2391,saya nangis pak prabowo ,Neutral
2392,2392,sehat selalu pak prabowo,Neutral
2393,2393,guru tdk semua benar pak bamyak yg makan gaji buta ada istilah 89datang jam 8 pulang jam 9 ada juga guru senin kemisselas rabu jumat dan sabtu ngurus usaha pribadi,Neutral
2394,2394,terima kasih untuk almarhum bapakku  abdul hamid bin hamimguruku yg pertamasemoga bapak dan ibuku di ampuni segala dosa dan mebdpat tempat yg layak disisi allah  swtamiin,Neutral
2395,2395,inilah sosok yg klian takutkan kmrin inilah sosok yg klian benci,Neutral
2396,2396,salam sehat presidenku bpk prabowo subianto tuhan melindungi bpk di mana saja berada ,Neutral
2397,2397,tolong pa prabowo kami udh 3 kali dukung bapa trs pantang menyerahaku mohon perawat juga di hargai di naikan gajih nya pa ya,Neutral
2398,2398,ini presiden pilihan ku sgt beruntung bpk prabowo terpilih dan bersyukurlah semua rakyat indonesia dan marilah kita seluruh rakyat indonesia berdoa utk kesehatan dan kelancaran bpk prabowo bekerja dlm menjalankan tugas nya sebagai presiden dan doakan keselamatan utk bpk prabowo yg sgt ihklas kepada rakyat dan negara kami rakyat indonesia mencintai pk prabowo dan kami ingin pk prabowo menjadi presiden se umur hidup amin ya rabbal alamin ,Neutral
2399,2399,terharupresiden melayani segala masyarakat,Neutral
2400,2400,ini baru mantapperhatikan pendidikantidak untuk kekuasaandan tidak untuk ijasah palsubravo pak prabowo,Neutral
2401,2401,jangan cuma guru pakbtolong perhatikan buruh yg sudah tertekan selama ini kl ndk naik gaji buruh lebih baik kami jadi penjahat dinegri inikalau tdk ada kamu yg buruh ini kalian mati kelaparan,Neutral
2402,2402,gimick politik,Neutral
2403,2403,setuju pak presiden alangkah baik nya lagi kinerja guru harus di perhatikan juga terutama guru yang sudah asn  p3k kenapa saat ini banyak org tua yg memilih sekolah swasta di banding negeri pdhal swasta berbayar yg cukup mahal bukan rahasia umum lagi menurut masyarakat sekolah negeri tidak sebagus swasta dari segi metode pembelajaran  cara guru mendidik itulah pr besar guru sekolah negeri apalagi yang sudah asn  p3k gaji sudah pasti tiap bln dan masa jabatan panjang itu sudah di zona nyaman tp tolong ingat tanggung jawab mu wahai para guru alahkah baik nya sekolah sekolah membuat penilaian utk guru2 asn  p3k jika memang tidak produktif dan lalai tanggung jawab berikan nilai merah dan segera di copot itu baru paten agar semua guru bisa serius mendidik anak se indonesia,Neutral
2404,2404,hanya guru di bawah naungan kemendikdasmen saja yang diakui guru madrasah sampai saat ini belum diakui itu aja logo yang dipajang hanya logo tut wuri handayani logo kemenag tidak ada uu sisdiknasnya sama uu guru dan dosen sama kurikulumnya sama tapi perlakuannya sangatlah berbeda,Neutral
2405,2405,tak terasa berlinang air mata pak prabowo the best,Positive
2406,2406,aku trenyuh lihat pidatonya pak prabowo untuk guru betul 2 di perhatikanya kesejehteraanya  semoga pak prabowo kesehatan dan panjang umur,Neutral
2407,2407,beliau pernah sekolah di luar negribeliau juga sering menjumpai kondisi pelosok negri kita perbedaan sistem pendidikan yg sangat jauh dgn apa yg beliau alamisy melihat beliau kasihan terhadap anak bangsa dan pendidiknyajika sejahtera maka otak juga encer menerima pelajaran semoga pembangunan ini terus berlanjut hingga kapanpun anak bangsa harus pintar dan cerdaspendidiknya sejahtera,Neutral
2408,2408,allahhu akbar terima kasih  pak presiden ku serta bu mentri keuanganyang selalu ada di hati para bapak dan ibu guru semuabaik pns asnp3k serta non pnsterima kasih,Neutral
2409,2409,,Neutral
2410,2410,hadirsalam pendidik seluruh negeri indonesiasalam dr guru  prov aceh,Neutral
2411,2411,anak abah sama anak mak yg dlu ngsih nilai 5 dr 10 dn 11 dr 100 yg jd guru gk usah di naikin dahweehhh canda weh ,Neutral
2412,2412,allah huakbar untuk pk prabowo salam hormat,Neutral
2413,2413,bagaimana nasib guru madrasah pak sertifikasi dari kemenag lama banget5 thun,Neutral
2414,2414,prabowo gerak cepat terhadap gaji guru beda dgn jokowi yg kecewakan guru dgn janji janji manisnya,Neutral
2415,2415,sehat  sehatnya pak prabowo semoga kita dapat bertemu dan komunikasi bersama bapak untuk mencerdaskan anak bangsa indonesiaaamiinn,Neutral
2416,2416,,Neutral
2417,2417,,Neutral
2418,2418,belum jelas udah senang duluan klian nanti stress,Neutral
2419,2419,sehat sehat terus ya bapak presiden prabowo,Neutral
2420,2420,terima kasih pak prabowo sebagai presiden  indonesia hadir di hari guru sangat salut sama bapak aamiinnbapak selalu pokus untuk pendidikanaamiinn,Neutral
2421,2421,asmualaikum wrb subhanallah pidatonya pk prabowo sehat selalu pk prabowo,Neutral
2422,2422,selamat buat guru yang naik gajisemoga semua pegawai negara belanja produk dalam negeri sehingga uang berputar di dalam negeri saya yg bukan pegawai negara bisa ikut merasakan perputaran uang tersebut,Neutral
2423,2423,pak de tito panik,Neutral
2424,2424,yaa alloh aku sedih sepanjang pidatonya  aku bangga aku harus aku sedih yaa alloh sehat2 bapa semoga apa yang beliau rencana kan semuanya engkau kabulkan yaa rabbi   aamiin,Neutral
2425,2425,alhamdulillahsemoga alloh swt senantiasa memberkahi pak prabowo dan jajarannya,Neutral
2426,2426,sesayang itu gw sm pak presiden gw sejak s1 saya di luar negeri pak tp 5 thn terakhir saya balik indonesia dan bangun bangsa dari hal2 terdekat di kota saya pak kota bekasitenang pakkksaya bantu tugas tim bapak dr hal2 terdekat sayaaaainsyaallah utk indonesia,Neutral
2427,2427,sikat korupsihindari jual beli proyek,Neutral
2428,2428,mantap bapak presiden prabowo ,Neutral
2429,2429,,Neutral
2430,2430,trus standart gaji tukang naik ga pakjukirsopirtukang becak,Neutral
2431,2431,naikkan gaji guru tapi distop lah dana bos sebab dana bos hanya memperkaya pribadi kepala sekolah,Neutral
2432,2432,udah 700k knp gk trending ,Neutral
2433,2433,aamiin aamiin aamiin yaa allah kabulkan dan sukseskan niat baik bapak presidenku jendral prabowosehat dan selalu dalampeelinsungan allah swt,Neutral
2434,2434,semoga sht sllu pak prabowo sllu di hati,Neutral
2435,2435,kebayang kalau pertama kali nyapres mng  mungkin negars ini sudah lebih maju dari sekarang,Neutral
2436,2436,tak salah kami menyekolahkan ank kami sampai empat empatnya kuliah  mengambil  jurusan guru  ternyata sekarang presiden kita sangat memperhatikan  nasib guru  yg sebelumnya sangat sulit  penghasilannya biasanya gaji naik  selalu di ikuti harga harga sembako  naik,Neutral
2437,2437,siap2 guru2 kredit mobil ,Neutral
2438,2438,gk ada ceritanya gaji guru naik dlm pidato prabowo itujd gk usah digembar gemborkan gaji guru naik,Neutral
2439,2439,setuju kl gaji guru dinaikkan krn dari guru dsn dosen lah terbentuk sdm negsra yg handsl setelah itu gaji tenaga kesehatan,Neutral
2440,2440,presiden terbaik di indonesia,Neutral
2441,2441,kok aku ikut neteskan air mata,Neutral
2442,2442,ya allohpresidenku kau luar biasaalhamndhulillah pilihanku tidak salahya alloh lindungilah presidenku ini,Neutral
2443,2443,,Neutral
2444,2444,niat yg tulus dari pak prabowo yg menginginkan ratanya pendidikan di indonesia agar semua anak bangsa ini bisa mencapai citaa masing tidak lagi kalangan kelas atas yg berhak punya jabatan dan pendidkan yg tinggi semoga niat tulus bapak presiden selalu di berikan keberkahan dari allah swtaamiin,Neutral
2445,2445,terimakasih bpak presiden prabowo subuyanto,Neutral
2446,2446,alhamdulillah presidenku yg hebat  tk slh pilihanku  bpk presiden yang mulya  semoga di panjangkan umurnya  di  iman taqwakan  aamiin yaarobbal alamiin,Neutral
2447,2447,pak presiden prabowo sedih menangis terharu gajih pejabat gajih pns naik rakyat kecil menangis karna harga bahan pokok nauk pajak  bbm listrik semua naik,Neutral
2448,2448,ya alloh semoga  murah rejeki ssehat panjang umur presidenku aku memilihmu sampae 3 x,Neutral
2449,2449,presiden indonesia ini bos semoga bpk sehat panjang umur amin terus memimpin bangsa ini amin,Neutral
2450,2450,,Neutral
2451,2451,musnahkan ke tololoan pak biyar banyak orang indonesia orang cerdas,Neutral
2452,2452,sehat selalu bapak presiden semoga ide ide cemerlang tuk memajukan anak bangsa dapat diwujudkan terutama kami para guru dapat menteladani keikhkasan bapak presedin mati demi anak anak bangsa adalah kehormatan yang sangat mulia mari bapak ibu guru dan para pemegang kebijakan kita bantu bapak presiden mencegah kebocoran kebocoan sekecil apapun korupsi plegalan dll demi terwujudnya  cita cita pemimpin banngsa sekali lagi trimakasih bapak presiden semoga para guru dapat mewujudkan cita cita bapak mewijudkan anak anak bangsa yang cerdas bermoral dan beretika,Neutral
2453,2453,doaku selalu untukmu bpk semoga kau selalu sehat dan kuat  dan  semakin sukses  dalam memimpin negara indonesia,Neutral
2454,2454,syukurlah,Neutral
2455,2455,terbaik pak so proud of you ,Positive
2456,2456,terima ksh pak prabowo sangat memperhatikan pendidikan dan gurusemoga bangsa indonesia semakin maju dan makmuraamiin yra,Neutral
2457,2457,terimah kasih bpk presidenluar biasa kamu,Neutral
2458,2458,2 kali pilpres dahulu pilih beliaukrn melihat ketulusan beliausemoga pakkrn masih ada guru honor swasta di kota gaji nya 300500 rb per blnitu di kotablm di pedesaansungguh miris indonesia kita ,Neutral
2459,2459,selamat buat para pendidik anak bangsa,Neutral
2460,2460,kren om wowo keliatan tulus semoga sll bgt pak,Neutral
2461,2461,bnr dia itu org tulus tpi saya g nyoblos dia padahal 20142019 saya pilih dia ngerti dong apa yg bikin saya g nyoblos dia kmaren,Neutral
2462,2462,sebenarnya banyak yg 2 periode mendukung anda namun berpaling karena ada parasit lama yg menempel sebagai wakil anda namun kali ini anda menjawab semua keraguan itu dengan cara yg elegan dan terhormat hormat jendral ,Neutral
2463,2463,harus diawasi pak bener sampe ke guru atau banyak potongan gaji dari pejabat diatasnya,Neutral
2464,2464,ya allah luar biasa presiden ku,Neutral
2465,2465,semoga yang pak prabowo dan pemerintahannya citacitakan dapat terealisasi diberi kemudahan dan kelancaran amin,Neutral
2466,2466,hormat setinggi2 untuk ba,Neutral
2467,2467,hebat pak prabowo di setiap pidato2nya josss juga beliau memahami sejarah menghormati pendahulu barokallah fiik,Neutral
2468,2468,i lave you bowoterimah  kasih bapak presidensemoga indonesia semakin maju dan sejahtera melalui pendidikandemi generasi bangsa indonesia yang akan melanjutkan kamajuan negara,Neutral
2469,2469,guru terus guru terus yg gaji nya di naikin liat guru2 skrg banyak yg gk beres,Neutral
2470,2470,hormat jendral,Neutral
2471,2471,masyaallah bapaak allahu akbar terimakasih semoga bapak presiden sehat dan selalu dalam lindungan allah swt aaamiin,Neutral
2472,2472,pak prabowo sudah tepat jadi presiden ri karena programnya sangat mngutamakn k sejahteraan rakyatnya dahulu daripada mmprioritaskn yg lainsaya yakin para menteri dan bawahannya tidak ada yg berani untuk korupsi,Neutral
2473,2473,assalamualaikum sgt luar biasa yg disampaikan oleh bpk presiden ri bpk prabowo s utk para menteri yg tdk mau mengikuti apa yg jd ketetapan belio disini dgn tegas belio sampaikan berhenti2 dan berhenti smg bpk ibu menteri kabinet merah putih menjlnkan tugas pemerintah dgn se baik2nya sukses kedepannya negeri tercinta ayr ,Neutral
2474,2474,terimakasih pa presiden sehat selalu paaamiinn,Neutral
2475,2475,terharu sy menontonnya terima kasih pak sengaruh itu sosok pemimpin tuh terima kasih pak semoga dimudahkan pelaksanaannya,Neutral
2476,2476,untuk masyarakat kecil bagai mana pak,Neutral
2477,2477,alhamdulillahpak prabowosemoga  yg buat bekerja sebagai kesehatan jg dipertingkat kan pak,Neutral
2478,2478,subhaanalloh walau aku bukan guru tapi ikut senang mendengar nyasemoga bp presiden kita prabowo selalu di bimbing dengan hidayah dalam menentukan segala hal dalam kebijakan nyasehat selalu presiden ku,Neutral
2479,2479,ya alloh panjanglahkan umur  berilah kesehatan bpk presiden probowo kabulkanlah niat mulia beliau dalam mensejahterakan rakyat indonesia ,Neutral
2480,2480,prabowo subianto bangkitp ada president ini kulihat harapan besarr asanya adem atas konten pidato saya dengara da ketulusan dalam cara beliau ikhtiarb eban rakyat beliau juga sangat sadaro h tuhan aku mohon beri beliau kekuatanw ujudkan indonesia maju membanggakano h tuhan jadikan dia presiden sungguhans ungguhsungguh memimpin dengan bersihu ntuk hadirkan kesejahteraan dan welas asihb erjuang bergerak bangkit tak kenal letihi tulah sejatinya presiden berusaha gigiha ntarkan bangsa dengan bendera merah putihn egasikan kemiskinan dan rasa sediht entu dengan ridho tuhan yang welas asiho h tuhan bantulah negara ini agar sugihb angkit bersama presiden pilihan rakyata ngkat bangsa ini agar bermartabat sangat n ilai juang bersama guruguru hebatg entarkan dunia dengan kiprah yang kuatk iprah memajukan dengan guru bermutui nilah jalan menuju indonesia majut entu hal baik ini presidenku mampusugiricibadak 28 november 2024,Neutral
2481,2481,aamiiin,Neutral
2482,2482,gaji guru tpq rp 2000 per 1 jamdi tulang bawang lampung,Neutral
2483,2483,,Neutral
2484,2484,ketulusan prabowo terasa ,Neutral
2485,2485,untuk honorer non guru bagaimana pak presiden,Neutral
2486,2486,bagaimana dengan nasib tenaga pendidik pak,Neutral
2487,2487,inilah kenapa dari 2009 saya udh mengagumi beliaukrn ucapan beliau tulus apa yg ada didalam hatinyabeliau sangat tulus mencintai negeri in,Neutral
2488,2488,       ,Neutral
2489,2489,       ,Neutral
2490,2490,dua priode kalau bisa lebih dari dua periode,Neutral
2491,2491,,Neutral
2492,2492,tks pak presiden,Neutral
2493,2493,alhmdulillah ya allah  mkasih pk presiden ,Neutral
2494,2494,,Neutral
2495,2495,maasyaa alloh allohu akbar sehat sehat bapak presidenku semoga keberkahan ilmu keberkahan usia dan keberkahan harta selalu terus membersamai bapak sekeluarga aamiin,Neutral
2496,2496,cahaya yang menerangi ditempat kegelapan beliau hadir di saat rakyat sudah tidak lagi percaya dengan para penguasabeliau hadir membawa angin kesejukandan menjadi tulang punggung bagi semua rakyatsehat selalu kuat selalu jendral tni hprabowo subianto presiden kami tercinta,Neutral
2497,2497,terima kasih pak ,Neutral
2498,2498,sehat kuat panjang umur pk persiden prabowo bukti kan indonesia bisa macan nya asia,Neutral
2499,2499,rata2 guru sdh sejahtera kecuali yg honoreryg tukang becak dll mlah lebih butuh,Neutral
2500,2500,sehat kuat panjang umur pk persiden prabowo bukti kan indonesia bisa macan nya asia,Neutral
2501,2501,terimakasih pak presiden semoga sampai ditempat kami yg hanya ber gajih 400 rb,Neutral
2502,2502,ngasih makan adalah niat atau kebiasaan para nabi terhadap tamu dan orang yang laparbukan hanya kepada manusia masyur diriwayatkan suatu ketika nabi sulaiman ingin memberikan makan kepada seluruh makhluk yang ada dilautanmakan adalah kebutuhan dasar untuk kehidupan manusiaini pertanda presiden kita mempunyai keinginan dan kasih sayang yang luhur terhadap rakyatnya semoga beliau dan seluruh pemingpin negara kita senantiasa mendapatkan pertolongan dari tuhan yang maha esa senantiasa sehat walafiat dan panjang umur aamiin ,Neutral
2503,2503,trimakasih bapak presiden  sudah meningkatkan kesejahteraan guru2 semoga semua guru2 menjadi guru yg amanah bisa meningkatkan kwalitas pddk amin yrb,Neutral
2504,2504,para kepala sekolah semakin menyala,Neutral
2505,2505,pak presiden prabowo saya mengusulkan tolong bikinkan atm pribadi buat semua orang di atas 18 tahun supaya bantuan dari pusat langsung di terima supaya tidak ada potongan dari bawah,Neutral
2506,2506,assalamualaikum pernyataan lengkap bpk presiden ri bpk prabowo s umumkan gaji guru yg formal dan non formal naik disini utk mensejahterakan bagi guru2 yg benar2 utk mau mendedikasikan utk kemajuan putra putri bangsa indonesia utk kesuksesan kedepannya smg dilancarkan smuanya dan sukses amin yaa robb ,Neutral
2507,2507,menyala presidenku bapak prabowotuhan memberkati bapak,Neutral
2508,2508,,Neutral
2509,2509,terima kasih bapaksaya jadi ikut terharu,Neutral
2510,2510,sedih mulu ahh tiap liat pak prabowo pidato  kalau kita mati untuk rakyat kita itu kehormatan ,Neutral
2511,2511,kemaren ada guru guru demo dan mengejek prabowo dan ogah dukung beliau skrg menikmati pas naik gajihnya,Neutral
2512,2512,hormat jendral ,Neutral
2513,2513,selalu enak semua yg sdh dpt gaji bulanan pd naik gajikami yg penganguram krn usia sdh tua gak pernah di urusin sm negarasampai dimintain patungan bpjs supaya bisa berobatnegara ini sdh gak sehatyg enak makin enak yg susah makin susahya allah engkaulah hakim yg adilsy doa kan pemimpin negara yg makan uang rakyat smg di adzab 7 turunan,Neutral
2514,2514,semoga pembencimu yg tdk memilihmu pak prabowo mendengar dan tergerak hati nya utk tdk menghujat fitnah dan sebar kebencian ke pak prabowo lagi bayangkan klo kmrn yang kepilih bukan pak prabowo gibran,Neutral
2515,2515,terima kasih pak prabowo presidenku,Neutral
2516,2516,assalamualaikum pak presiden saya melihat ketulusan bpk dlm memperjuangkan negri ini satu permintaan kami mohon perhatikan kami yg jadi korban politik kepala daerah semenamena mengancam dan mengintimidasi para guru sekali lagi kami memohon kami ingin fokus mengajar dan mendidik murid kami jangan ada lagi intimidasiintimidasi dari kepala daerah maupun kepala sekolah demi kepentingan politiknya saya di sekolah selalu mendapatkan ancaman yg serius dari kepsek kami mudahmudahan bapak melihat dan mendengar tentang keluhan kami ini terlebih lagi terhadap guru pppk karena tidak bisa mutasi maka ancamannya selalu ingin di berhentikan ,Neutral
2517,2517,assalamualaikum pernyataan lengkap umumkan gaji guru naik guru adalah kunci kesuksesan putra putri bangsa dlm pendidikan pendidikan hrs kita tingkatkan kesejahteraan guru kita tingkatkan smg dilancarkan smuanya sukses kedepannya ayr ,Neutral
2518,2518,alhmdllh,Neutral
2519,2519,cobalah dr dulu presidennya prabowo sdh sejahtera dr dulu,Neutral
2520,2520,para petani kecil terus gimana pak prabowo,Neutral
2521,2521,dya ngomong ga liat text beda sm sebelumnya,Neutral
2522,2522,bangga aku punya presiden sepertimu pak prabowo kami senang dan percaya dengan semangatmu yg berapiapi tegas ikhlas serta hati yg lembut dan membela bagi orang yg terzolimi panjang umur dan sehat selalu pak prabowo amiin,Neutral
2523,2523,,Neutral
2524,2524,transfer langsung yang kami tunguska dari dulu insya allah pak prabowo sehat dan panjang umur,Neutral
2525,2525,saya buruh harian lepas harus lebih kerja keras lagi,Neutral
2526,2526,gue nyesel banget tidak pilih prabowo ,Neutral
2527,2527, terima kasih kpd bpk prabowoterima kasih,Neutral
2528,2528,janjimu pasti pak inza allah jadi pemimpin adil allah akan balas bapak istana surga amin,Neutral
2529,2529, hormat saya untuk mu jendar,Neutral
2530,2530,mantap bapak presiden,Neutral
2531,2531,anak abah menangis melihat ini,Neutral
2532,2532,pak prabowo tertibkan para yayasan yg tidak menggaji gurunya sesuai umr buat aturan dan undangundang tegas buat yayasan yg tidak menggaji gurunya sesuai umr cabut izin sekolahnya jika menggaji guru semena mena,Neutral
2533,2533,ketulusan beliau masyaalloh tabarokalloh membuat hati sedih,Neutral
2534,2534,terima kasih untuk bapak presiden republik indonesia bapak prabowo subianto,Neutral
2535,2535,pak prabowo sehat selalu pak panjang umur yah pak rakyat indonesia bangga punya sosok presiden seperti bapak,Neutral
2536,2536,mantab guru,Neutral
2537,2537,alhamdulillah bapak presiden terima kasih atas perhatian kepada guruguru sehat sll bapak prabowo,Neutral
2538,2538,terimakasih  pak prabowo  semoga niat baik bapak dapat terealisasi aamiin,Neutral
2539,2539, ini presiden ku yg slalu ku banggakan sepanjang masa,Neutral
2540,2540,orang setulus ini juga masih juga tetep anak abah slalu nyinyirin trus,Neutral
2541,2541,wallahi inilah titik balik kebangkitan bangsaku trima kasih jendral sejak 20tahun lalu aku mengagumi mu sampai hr ini,Neutral
2542,2542,kontrol juga kenaikan harga sembako dan  jasa transportasi karena kenaikan gaji pns jadi dalil kenaikan harga apalgi sekarang  bbm susah  ditiap spbu atrian panjang nungu solar dan pertalek banyak anteia pengecer  bbm cari kwsempatan menimbun bbm dengan alasan susah dapat dan menaiakan harga nya,Neutral
2543,2543,kita kaun petani pinggiran tolong diperhatikan juga ya pak,Neutral
2544,2544,pertamakali punya presiden yg bner tulus untuk rakyatnya semua yg di lakukan ya untuk rakyatnya suguh bner tulus g slah aku pilih presiden,Neutral
2545,2545,kapan kenaikan gaji pensiunan ya,Neutral
2546,2546,bahkan jepang dulu setelah kalah perang habishabisan yang ditanya oleh kaisar adalah guru yg tersisa bukan pasukannya,Neutral
2547,2547,presiden utk indonesia sejati,Neutral
2548,2548,harusnya perhatikan dulu ekonomi rakyat bukan malah buru2 menaikan gaji,Neutral
2549,2549,kelass terharu saya pak,Neutral
2550,2550,presiden paling cerdas love pak prabowo ,Positive
2551,2551,,Neutral
2552,2552,3 x saya sudah mendukungmu pakdan sekarang terbukti nyatabangga pada mu pak,Neutral
2553,2553,ini gaji guru tambah 1x gapok brrti gaji 200  tpg 1x gapok jd 300 gapok atau tpg juga jd 200 dari gapok jdnya gaji guru yg sertifikasi menjadi 400gapok atau gmna mlsd ke aikkan bapak presiden kita ya,Neutral
2554,2554,menyala pak wowo ,Neutral
2555,2555,trmksh atas respon bapak presiden utk memperhatikan kesejahteraan guru dalam membangun indonesia fokus dalam mempersiapkan sdm sebagai aset terbesar demi kemajuan nkri tuhan berkati,Neutral
2556,2556,hebat presidenku,Neutral
2557,2557,jgn lupa ibu ibu wari pak,Neutral
2558,2558,tolong penjaga sekolah dan karyawan sekolah baik negriswasta dipikirkan jugasebab meereka juga butuh kehidupan yg lebih baik,Neutral
2559,2559,tolong guru2 non formal pondok pesantren madrasah tpq juga di perhatikan pak presidenqpak mentri pendidikankarena guru non formal juga mendidik ahlaq juga ilmu,Neutral
2560,2560,klo para buruh otsorsing  yang gak punya pansiunan yang masa kerjanya gak menentu bagai mana apakah hanya para buruh yang harus sengsara di negri ini,Neutral
2561,2561,guru swasta cem mana pak,Neutral
2562,2562,luar biasa,Neutral
2563,2563,bravo,Neutral
2564,2564,presidennya bagus semoga eksekusinya gak sampah,Neutral
2565,2565,dulu guru tdk ada pilih bpk tapi sekarang bapak angkat derajat guru bpk adalah seorang pemimpin yg baik dan tulus menjaga negara ini,Neutral
2566,2566,terimakasih pak probowo dan mas gibran ,Neutral
2567,2567,gak banyak janji tpi memberi bukti yaallah pak prabwo sehat slalu,Neutral
2568,2568,anak abah semoga sadar,Neutral
2569,2569,the best bapa presiden prabowo ,Positive
2570,2570,terima kasih pak akhirnya bapak mengerti bagaimana susahnya para guruguru  mereka tidak berharap kaya tapi sudah seharusnya bangsa ini menghargai jasa mereka  bapak bisa berdiri disana juga karena para guru  muliakan mereka pak tolong  guru adalah pembentuk karakter bangsa ini pak,Neutral
2571,2571,bravo pak presiden prabowo,Neutral
2572,2572,salam hormat buat bpk presiden prabowosemoga dipermudah segala urusannya,Neutral
